Latitude,Longitude,pCO2_ppm,temperature_degC,salinity_PSU,Chlorophyll_mgPerm3,year,month,day,hour,minute
42.6142557142857,-9.41718904761905,NaN,17.9285714285714,35.2615714285714,7.30115328571428,2018,7,6,21,40
42.6122745238095,-9.41961833333333,NaN,17.9528571428571,35.2697142857143,7.22347428571429,2018,7,6,21,41
42.6102773809524,-9.42224714285714,NaN,17.9902857142857,35.263,7.28275914285714,2018,7,6,21,42
42.6083121428571,-9.42506738095238,NaN,18.0001428571429,35.2704285714286,7.28837614285714,2018,7,6,21,43
42.6063930952381,-9.42759833333333,NaN,18.0168571428571,35.267,7.31781085714286,2018,7,6,21,44
42.604470952381,-9.43033547619048,NaN,18.0715714285714,35.2551428571429,7.30729728571429,2018,7,6,21,45
42.6027702380952,-9.43288952380952,NaN,18.2564285714286,35.2021428571429,7.30369557142857,2018,7,6,21,46
42.6014011904762,-9.43563619047619,NaN,18.4007142857143,35.228,7.30778085714286,2018,7,6,21,47
42.599930952381,-9.43765357142857,NaN,18.4578571428571,35.2362857142857,7.30310771428571,2018,7,6,21,48
42.598055952381,-9.43609214285714,NaN,18.4415714285714,35.2717142857143,7.36434714285714,2018,7,6,21,49
42.5957316666667,-9.43318690476191,NaN,18.2757142857143,35.3561428571429,7.36470585714286,2018,7,6,21,50
42.5932373809524,-9.43051952380952,NaN,17.9194285714286,35.4264285714286,7.32336571428571,2018,7,6,21,51
42.5907388095238,-9.42770404761905,NaN,17.777,35.3597142857143,7.26957971428571,2018,7,6,21,52
42.5883328571429,-9.42498619047619,NaN,17.7057142857143,35.3278571428571,7.27822071428572,2018,7,6,21,53
42.5858735714286,-9.4223630952381,NaN,17.642,35.3085714285714,7.25279642857143,2018,7,6,21,54
42.5833119047619,-9.41978404761905,NaN,17.5975714285714,35.2988571428571,7.27499528571429,2018,7,6,21,55
42.5808471428571,-9.41718142857143,NaN,17.5345714285714,35.3058571428571,7.31477771428571,2018,7,6,21,56
42.5783802380952,-9.41449595238095,NaN,17.4638571428571,35.3024285714286,7.27956685714286,2018,7,6,21,57
42.5759504761905,-9.41195333333333,NaN,17.3984285714286,35.2872857142857,7.32583828571429,2018,7,6,21,58
42.5735928571429,-9.40940571428571,NaN,17.4387142857143,35.2534285714286,7.27635514285714,2018,7,6,21,59
42.5711930952381,-9.40690095238095,NaN,17.605,35.2118571428571,7.321474,2018,7,6,22,8
42.5687738095238,-9.40462047619048,NaN,17.3932857142857,35.3014285714286,7.35591571428571,2018,7,6,22,1
42.5664123809524,-9.40230261904762,NaN,17.5707142857143,35.2515714285714,7.36250471428571,2018,7,6,22,2
42.5640714285714,-9.39984214285714,NaN,17.6721428571429,35.2605714285714,7.38705714285714,2018,7,6,22,3
42.561784047619,-9.39726285714286,NaN,17.7138571428571,35.2712857142857,7.36503157142857,2018,7,6,22,4
42.5594807142857,-9.39475404761905,NaN,17.686,35.2851428571429,7.44633357142857,2018,7,6,22,5
42.5572054761905,-9.39217928571429,NaN,17.6027142857143,35.2881428571429,7.40788428571429,2018,7,6,22,6
42.5549485714286,-9.38963166666667,NaN,17.5665714285714,35.284,7.36314742857143,2018,7,6,22,7
42.5528002380952,-9.38699642857143,NaN,17.5601428571429,35.2835714285714,7.324194,2018,7,6,22,8
42.5508207142857,-9.38458238095238,NaN,17.5322857142857,35.2942857142857,7.34910271428571,2018,7,6,22,9
42.5489623809524,-9.3823880952381,NaN,17.4987142857143,35.2891428571429,7.33363185714286,2018,7,6,22,10
42.5472792857143,-9.38037952380953,NaN,17.4994285714286,35.2785714285714,7.35147014285714,2018,7,6,22,11
42.5457316666667,-9.37820404761905,NaN,17.5158571428571,35.2777142857143,7.33550457142857,2018,7,6,22,12
42.5440228571429,-9.37559857142857,NaN,17.465,35.2864285714286,7.291007,2018,7,6,22,13
42.5421442857143,-9.37295238095238,NaN,17.4785714285714,35.2737142857143,7.33454814285714,2018,7,6,22,14
42.5403642857143,-9.37043023809524,NaN,17.5418571428571,35.263,7.32281514285714,2018,7,6,22,15
42.5386304761905,-9.36775952380953,NaN,17.5847142857143,35.2617142857143,7.318738,2018,7,6,22,16
42.5367542857143,-9.36494714285714,NaN,17.6188571428571,35.2624285714286,7.29696471428571,2018,7,6,22,17
42.5349290476191,-9.36208047619048,NaN,17.6244285714286,35.2688571428571,7.29878942857143,2018,7,6,22,18
42.5331942857143,-9.35920904761905,NaN,17.6492857142857,35.2644285714286,7.30324957142857,2018,7,6,22,19
42.5316338095238,-9.35662571428571,NaN,17.6404285714286,35.2778571428571,7.33170142857143,2018,7,6,22,20
42.5302240476191,-9.35418952380953,NaN,17.6492857142857,35.2692857142857,7.355096,2018,7,6,22,21
42.528875,-9.35174928571429,NaN,17.639,35.2791428571429,7.41018771428571,2018,7,6,22,22
42.527475,-9.34912571428572,NaN,17.5968571428571,35.28,7.42611628571428,2018,7,6,22,23
42.5258202380952,-9.34618119047619,NaN,17.5414285714286,35.2945714285714,7.368784,2018,7,6,22,24
42.5241121428571,-9.34366666666667,NaN,17.5032857142857,35.301,7.36115342857143,2018,7,6,22,25
42.5225426190476,-9.34151261904762,NaN,17.4751428571429,35.2891428571429,7.44692842857143,2018,7,6,22,26
42.5210842857143,-9.33950785714286,NaN,17.477,35.2774285714286,7.46230085714286,2018,7,6,22,27
42.5196192857143,-9.33745095238095,NaN,17.4818571428571,35.2691428571429,7.47171885714286,2018,7,6,22,28
42.5181585714286,-9.33550095238095,NaN,17.4887142857143,35.267,7.42181257142857,2018,7,6,22,29
42.5166071428571,-9.33309547619048,NaN,17.4918571428571,35.2665714285714,7.40694514285714,2018,7,6,22,30
42.5148657142857,-9.33032833333333,NaN,17.4684285714286,35.2728571428571,7.40639528571429,2018,7,6,22,31
42.5130666666667,-9.32766857142857,NaN,17.4198571428571,35.2762857142857,7.37600671428572,2018,7,6,22,32
42.5113107142857,-9.32508928571429,NaN,17.3327142857143,35.2835714285714,7.41998728571429,2018,7,6,22,33
42.509505,-9.32240142857143,NaN,17.2905714285714,35.2761428571429,7.439236,2018,7,6,22,34
42.5077347619048,-9.31961047619047,NaN,17.2768571428571,35.2634285714286,7.43064185714286,2018,7,6,22,35
42.50597,-9.3167380952381,NaN,17.2575714285714,35.256,7.41024985714286,2018,7,6,22,36
42.5041530952381,-9.31378238095238,NaN,17.218,35.2575714285714,7.35277057142857,2018,7,6,22,37
42.5022333333333,-9.31083666666667,NaN,17.1585714285714,35.2618571428571,7.397578,2018,7,6,22,38
42.5003069047619,-9.30800380952381,NaN,17.1525714285714,35.2537142857143,7.34745328571429,2018,7,6,22,39
42.4983030952381,-9.30521452380952,NaN,17.0885714285714,35.2727142857143,7.35880671428571,2018,7,6,22,40
42.4963933333333,-9.30257095238095,NaN,16.956,35.2888571428571,7.36660314285714,2018,7,6,22,41
42.4944885714286,-9.29997142857143,NaN,16.9018571428571,35.2775714285714,7.40475514285714,2018,7,6,22,42
42.4926595238095,-9.29745571428571,NaN,16.9657142857143,35.244,7.37822257142857,2018,7,6,22,43
42.4907773809524,-9.2949580952381,NaN,17.0505714285714,35.2392857142857,7.35770571428571,2018,7,6,22,44
42.488900952381,-9.29237333333333,NaN,17.0574285714286,35.253,7.34336571428571,2018,7,6,22,45
42.4870697619048,-9.28962833333333,NaN,16.9711428571429,35.2814285714286,7.35796285714286,2018,7,6,22,46
42.4851980952381,-9.28697785714286,NaN,16.928,35.2722857142857,7.384893,2018,7,6,22,47
42.4834173809524,-9.28473095238095,NaN,16.7467142857143,35.3364285714286,7.44477485714286,2018,7,6,22,48
42.4819033333333,-9.28274071428571,NaN,16.6071428571429,35.3275714285714,7.446052,2018,7,6,22,49
42.4805664285714,-9.28101071428571,NaN,16.5798571428571,35.2974285714286,7.44380171428571,2018,7,6,22,50
42.4792526190476,-9.27918547619048,NaN,16.5885714285714,35.2757142857143,7.42947414285714,2018,7,6,22,51
42.4779330952381,-9.27780857142857,NaN,16.6477142857143,35.2472857142857,7.40535114285714,2018,7,6,22,52
42.4764385714286,-9.27641476190476,NaN,16.7404285714286,35.2208571428571,7.35849528571429,2018,7,6,22,53
42.47476,-9.27527642857143,NaN,16.844,35.2064285714286,7.40693742857143,2018,7,6,22,54
42.4726438095238,-9.27481571428571,NaN,16.9578571428571,35.2045714285714,7.35570385714286,2018,7,6,22,55
42.4704054761905,-9.27501666666667,NaN,17.0577142857143,35.2105714285714,7.33971114285714,2018,7,6,22,56
42.4681473809524,-9.27510357142857,NaN,17.1535714285714,35.2161428571429,7.31573028571429,2018,7,6,22,57
42.4658895238095,-9.27522547619047,NaN,17.1981428571429,35.2267142857143,7.32022657142857,2018,7,6,22,58
42.4636335714286,-9.27520333333333,NaN,17.2202857142857,35.2347142857143,7.51703971428571,2018,7,6,22,59
